Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14478,Lethal Enforcers I & Ii,Ps,1996.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
14479,Klonoa 2: Dream Champ Tournament,Gba,2002.0,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
14480,Shantae And The Pirate'S Curse,3Ds,2015.0,Platform,Other Publishers,0.0,0.0,0.03,0.0,0.03
14481,Minna No Golf Jou Vol.1,Psp,2007.0,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14482,The Peanuts Movie: Snoopy'S Grand Adventure,3Ds,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03
14483,Resident Evil 4,Pc,2007.0,Action,Ubisoft,0.0,0.02,0.0,0.01,0.03
14484,Power Rangers Super Megaforce,3Ds,2014.0,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03
14485,Teenage Mutant Ninja Turtles: Mutants In Manhattan,X360,2016.0,Action,Activision,0.01,0.02,0.0,0.0,0.03
14486,Cabela'S Big Game Hunter: Pro Hunts,Ps3,2014.0,Shooter,Activision,0.03,0.0,0.0,0.0,0.03
14487,Super Collapse! Ii,Gba,2004.0,Puzzle,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03
14488,Ducati World Racing Challenge,Ps,2001.0,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
14489,Pop'N Music 14 Fever!,Ps2,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14490,Golden Nugget Casino / Texas Hold 'Em Double Pack,Gba,2005.0,Misc,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03
14491,Judie No Atelier: Guramnat No Renkinjutsu - Toraware No Morito,Psp,2010.0,Role-Playing,Other Publishers,0.0,0.0,0.03,0.0,0.03
14492,Lux-Pain (Jp Sales),Ds,2008.0,Adventure,Rising Star Games,0.0,0.0,0.03,0.0,0.03
14493,Smashing Drive,Gba,2004.0,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14494,Senko No Ronde Duo,X360,2010.0,Fighting,Other Publishers,0.0,0.0,0.03,0.0,0.03
14495,Starshot: Space Circus Fever,N64,1998.0,Platform,Infogrames,0.02,0.01,0.0,0.0,0.03
14496,Charlie Blasts Territory,N64,1999.0,Action,Other Publishers,0.02,0.01,0.0,0.0,0.03
14497,Big Mountain 2000,N64,1998.0,Sports,Other Publishers,0.02,0.01,0.0,0.0,0.03
14498,Tokimeki Memorial Girl'S Side 1St Love Plus,Ds,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14499,Cima: The Enemy,Gba,2003.0,Role-Playing,Marvelous Interactive,0.02,0.01,0.0,0.0,0.03
14500,N+,Psp,2007.0,Platform,Atari,0.03,0.0,0.0,0.0,0.03
14501,Katekyoo Hitman Reborn! Kizuna No Tag Battle,Psp,2010.0,Fighting,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
14502,Code Geass: Hangyaku No Lelouch,Ds,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14503,Gtr Evolution,Pc,2008.0,Racing,Atari,0.0,0.02,0.0,0.01,0.03
14504,Hudson X Greeeen Live!? Deeees!?,Ds,2010.0,Misc,Hudson Soft,0.0,0.0,0.03,0.0,0.03
14505,Daibakushou: Jinsei Gekijou,Snes,1995.0,Misc,Other Publishers,0.0,0.0,0.03,0.0,0.03
14506,Marble Madness / Klax,Gba,2005.0,Puzzle,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14507,Downstream Panic!,Psp,2008.0,Action,Atari,0.03,0.0,0.0,0.0,0.03
14508,Dj Max Portable 3,Psp,2010.0,Misc,Other Publishers,0.01,0.0,0.02,0.0,0.03
14509,Suzumiya Haruhi No Chokuretsu,Ds,2009.0,Adventure,Sega,0.0,0.0,0.03,0.0,0.03
14510,Simcity,Pc,1988.0,Simulation,Other Publishers,0.0,0.02,0.0,0.01,0.03
14511,The Idolmaster: Gravure For You! Vol. 5,Ps3,2012.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14512,S.Y.K Renshouden,Ps2,2010.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14513,Casino Chaos With Las Vegas Players Collection,Pc,2011.0,Misc,Thq,0.03,0.0,0.0,0.0,0.03
14514,Hiiro No Kakera: Shin Tamayori Hime Denshou - Piece Of Future,Psp,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14515,Konpeki No Kantai,Snes,1995.0,Strategy,Other Publishers,0.0,0.0,0.03,0.0,0.03
14516,D.C.I.F.: Da Capo Innocent Finale,Ps2,2009.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14517,Galaxy Angel Ii: Mugen Kairou No Kagi,Ps2,2007.0,Strategy,Other Publishers,0.0,0.0,0.03,0.0,0.03
14518,Nectaris: Military Madness,Ps,1998.0,Strategy,Hudson Soft,0.02,0.01,0.0,0.0,0.03
14519,Doom 3 Bfg Edition,Pc,2012.0,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.01,0.03
14520,Tenka-Bito,Ps2,2006.0,Strategy,Sega,0.0,0.0,0.03,0.0,0.03
14521,Brahma Force: The Assault On Beltlogger 9,Ps,1996.0,Shooter,Other Publishers,0.02,0.01,0.0,0.0,0.03
14522,Petz: Dolphinz Encounter,Ds,2009.0,Simulation,Ubisoft,0.01,0.01,0.0,0.0,0.03
14523,Star Trek: Tactical Assault,Psp,2006.0,Strategy,Ubisoft,0.02,0.01,0.0,0.0,0.03
14524,Katekyoo Hitman Reborn! Ds: Ore Ga Boss! Saikyou Family Taisen,Ds,2009.0,Action,Other Publishers,0.0,0.0,0.03,0.0,0.03
14526,Robo Pit,Ps,1995.0,Fighting,Other Publishers,0.02,0.01,0.0,0.0,0.03
14527,Emily Archer And The Curse Of Tutankhamun,Ds,2011.0,Adventure,Other Publishers,0.0,0.03,0.0,0.0,0.03
14528,Story Hour: Adventures,Wii,2008.0,Adventure,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03
14529,Braid,Pc,2009.0,Platform,Other Publishers,0.0,0.02,0.0,0.01,0.03
14530,Muv-Luv Alternative: Total Eclipse,Ps3,2013.0,Simulation,5Pb,0.0,0.0,0.03,0.0,0.03
14531,R-Type Iii: The Third Lightning,Gba,2004.0,Shooter,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14532,Star Wars: The Force Unleashed Ii,Pc,2010.0,Action,Lucasarts,0.03,0.0,0.0,0.0,0.03
14533,Need For Speed (2015),Pc,2016.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03
14534,Hakuouki,Ps2,2008.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14535,"Princess Natasha: Student, Secret Agent, Princess",Ds,2006.0,Action,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03
14536,Atomic Betty,Gba,2005.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03
14537,Monster Hunter Frontier Online: Season 10,X360,2011.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
14538,Robin Hood: Defender Of The Crown,Xb,2003.0,Strategy,Capcom,0.02,0.01,0.0,0.0,0.03
14539,Street Jam Basketball,Gba,2004.0,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14540,Master Of Monsters: Disciples Of Gaia,Ps,1997.0,Strategy,Other Publishers,0.02,0.01,0.0,0.0,0.03
14541,Armored Core: Last Raven Portable,Psp,2010.0,Simulation,Other Publishers,0.0,0.0,0.03,0.0,0.03
14542,Sd Gundam: Gashapon Wars,Wii,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14543,Commander: Conquest Of The Americas,Pc,2010.0,Strategy,Other Publishers,0.0,0.02,0.0,0.01,0.03
14544,Curious George,Xb,2006.0,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
14545,Disney'S Aladdin,Gba,2003.0,Platform,Capcom,0.02,0.01,0.0,0.0,0.03
14546,Royal Palace Of White Sword And The City Of Gentiles,Pc,2009.0,Role-Playing,Take-Two Interactive,0.0,0.02,0.0,0.01,0.03
14547,Virtual Pool: Tournament Edition,Xb,2005.0,Sports,Other Publishers,0.02,0.01,0.0,0.0,0.03
14548,Kung Fu Panda: Showdown Of Legendary Legends,X360,2015.0,Action,Other Publishers,0.0,0.03,0.0,0.0,0.03
14549,Nippon No Asoko De,Psp,2008.0,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14550,007: Quantum Of Solace,Pc,2008.0,Action,Activision,0.01,0.01,0.0,0.0,0.03
14551,Maplestory Ds,Ds,2010.0,Role-Playing,Other Publishers,0.0,0.0,0.03,0.0,0.03
14552,Phantasy Star Online 2: Episode 3 Deluxe Package,Psv,2015.0,Action,Sega,0.0,0.0,0.03,0.0,0.03
14553,Pimp My Ride: Street Racing,Ds,2009.0,Racing,Activision,0.03,0.0,0.0,0.0,0.03
14554,Let'S Dance With Mel B,Ps3,2011.0,Sports,Other Publishers,0.0,0.02,0.0,0.01,0.03
14555,Popeye: Rush For Spinach,Gba,2005.0,Platform,Atari,0.02,0.01,0.0,0.0,0.03
14556,Culdcept,Ps2,2002.0,Strategy,Sega,0.01,0.01,0.0,0.0,0.03
14557,Beyblade Evolution,3Ds,2013.0,Action,Rising Star Games,0.02,0.01,0.0,0.0,0.03
14558,Pro Cycling Manager 2016,Pc,2016.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03
14559,Blue Breaker: Ken Yorimo Hohoemi O,Others,1996.0,Role-Playing,Other Publishers,0.0,0.0,0.03,0.0,0.03
14560,Beatmania Iidx 15: Dj Troopers,Ps2,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14561,Heathcliff! The Fast And The Furriest,Wii,2010.0,Racing,Other Publishers,0.03,0.0,0.0,0.0,0.03
14562,Hyperdimension Neptunia Vs. Sega Hard Girls: Yume No Gattai Special,Psv,2015.0,Role-Playing,Other Publishers,0.0,0.0,0.03,0.0,0.03
14563,Planet Of The Apes,Gba,2001.0,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03
14564,Gekiatsu!! Pachi Game Tamashi Vol. 1: Cr Evangelion - Shinjitsu No Tsubasa,Psp,2011.0,Misc,Unknown,0.0,0.0,0.03,0.0,0.03
14565,Worms,Ps3,2009.0,Strategy,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03
14566,Drake & Josh: Talent Showdown,Ds,2007.0,Adventure,Thq,0.03,0.0,0.0,0.0,0.03
14567,Real World Golf,Xb,2006.0,Sports,Other Publishers,0.02,0.01,0.0,0.0,0.03
14568,Winx Club: Rockstars,Ds,2010.0,Adventure,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03
14569,Hissatsu Pachinko Collection 3,Snes,1995.0,Misc,Other Publishers,0.0,0.0,0.03,0.0,0.03
14570,Oumagatoki: Kaidan Romance,Psp,2012.0,Action,Other Publishers,0.0,0.0,0.03,0.0,0.03
14571,Jack Keane,Pc,2008.0,Adventure,Other Publishers,0.0,0.02,0.0,0.0,0.03
14572,World Of Zoo,Pc,2009.0,Simulation,Thq,0.0,0.02,0.0,0.01,0.03
14573,Kung Fu Panda: Legendary Warriors,Ds,2008.0,Action,Activision,0.02,0.0,0.0,0.0,0.03
14574,Mahjong Kakutou Club: Zenkoku Taisenban,Ps3,2006.0,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14575,Hayate No Gotoku! Nightmare Paradise,Psp,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14576,Nba 08,Psp,2007.0,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03
14577,Secret Files 2: Puritas Cordis,Wii,2009.0,Adventure,Deep Silver,0.0,0.03,0.0,0.0,0.03
14578,Nanashi No Game Me,Ds,2009.0,Action,Square Enix,0.0,0.0,0.03,0.0,0.03
14579,Heroes Of Hellas 2: Olympia,Ds,2012.0,Puzzle,Unknown,0.0,0.03,0.0,0.0,0.03
14580,Young Justice: Legacy,3Ds,2013.0,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03
14581,Syberia,Pc,2002.0,Action,Other Publishers,0.0,0.02,0.0,0.0,0.03
14582,Bladestorm: Nightmare,Ps3,2015.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14583,Natgeo Challenge! Wild Life,X360,2010.0,Misc,Other Publishers,0.0,0.02,0.0,0.0,0.03
14584,Higurashi No Naku Koro Ni Iki,Psv,2015.0,Action,Other Publishers,0.0,0.0,0.03,0.0,0.03
14585,Happinesscharge Precure! Kawarun Collection,3Ds,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14587,Dream Pinball 3D,Ds,2008.0,Misc,Other Publishers,0.03,0.0,0.0,0.0,0.03
14588,Dice: Dna Integrated Cybernetic Enterprises,Ps2,2005.0,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03
14589,Battlefield 1942: The Ww Ii Anthology,Pc,2004.0,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03
14590,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,Ds,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14591,Megpoid The Music#,Psp,2013.0,Misc,Other Publishers,0.0,0.0,0.03,0.0,0.03
14592,Game Of Thrones (Telltale),Xone,2015.0,Adventure,Other Publishers,0.03,0.0,0.0,0.0,0.03
14593,Wallace & Gromit In Project Zoo,Xb,2003.0,Platform,Other Publishers,0.02,0.01,0.0,0.0,0.03
14594,Rugby League Live,Ps3,2010.0,Sports,Other Publishers,0.0,0.02,0.0,0.01,0.03
14595,Grid Runner,Ps,1996.0,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.03
14596,Saihai No Yukue,Ds,2008.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14597,Metal Dungeon,Xb,2002.0,Role-Playing,Other Publishers,0.02,0.01,0.0,0.0,0.03
14598,Drome Racers,Gc,2003.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03
14599,Guitar Freaks V & Drummania V,Ps2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14600,Tago Akira No Atama No Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,Ds,2009.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14601,Driver: Parallel Lines,Wii,2007.0,Racing,Ubisoft,0.01,0.01,0.0,0.0,0.03
14602,Doom,Pc,1992.0,Shooter,Other Publishers,0.02,0.0,0.0,0.0,0.03
14603,Gekido Advance: Kintaro'S Revenge,Gba,2002.0,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
14604,Ozmafia!! -Vivace-,Psv,2015.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14605,Girls Only,Ds,2010.0,Simulation,Other Publishers,0.03,0.0,0.0,0.0,0.03
14606,Future Tactics: The Uprising,Xb,2004.0,Strategy,Other Publishers,0.02,0.01,0.0,0.0,0.03
14607,Power Poke Dash,Gba,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14608,Hisshou Pachinko*Pachi-Slot Kouryaku Series Ds Vol. 4: Shinseiki Evangelion - Saigo No Mono,Ds,2009.0,Misc,D3Publisher,0.0,0.0,0.03,0.0,0.03
14609,Detective Opera: Milky Holmes 2,Psp,2012.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14610,Turn It Around,Ds,2006.0,Action,505 Games,0.03,0.0,0.0,0.0,0.03
14611,Blaze Union: Story To Reach The Future,Psp,2010.0,Role-Playing,Other Publishers,0.0,0.0,0.03,0.0,0.03
14612,Attack On Titan (Koei),Xone,2016.0,Action,Tecmo Koei,0.01,0.01,0.0,0.0,0.03
14613,Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3Ds,2016.0,Role-Playing,Other Publishers,0.0,0.0,0.03,0.0,0.03
14614,Race Driver 2006,Psp,2006.0,Racing,Codemasters,0.03,0.0,0.0,0.0,0.03
14615,Higurashi No Naku Koro Ni Kizuna: Dai-Yon-Kan - Kizuna,Ds,2010.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14616,Buffy The Vampire Slayer: Wrath Of The Darkhul King,Gba,2003.0,Action,Thq,0.02,0.01,0.0,0.0,0.03
14617,My Hero Academia: Battle For All,3Ds,2016.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14618,Nisekoi: Yomeiri!?,Psv,2014.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14619,New Tokyo Legacy: Operation Babel,Psv,2015.0,Role-Playing,5Pb,0.0,0.0,0.03,0.0,0.03
14620,Gekiatsu!! Pachi Game Tamashi Vol. 2: Cr Evangelion - Shinjitsu No Tsubasa,Ps3,2011.0,Misc,Unknown,0.0,0.0,0.03,0.0,0.03
14621,Rugby League Live 3,X360,2015.0,Action,Other Publishers,0.0,0.03,0.0,0.0,0.03
14622,Triple Pack: Xbox Live Arcade Compilation,X360,2011.0,Misc,Microsoft Game Studios,0.03,0.0,0.0,0.0,0.03
14623,101-In-1 Sports Party Megamix,Wii,2010.0,Sports,Other Publishers,0.02,0.0,0.0,0.0,0.03
14624,Roadsters,Ps,2000.0,Racing,Other Publishers,0.02,0.01,0.0,0.0,0.03
14625,The Croods: Prehistoric Party!,Wiiu,2013.0,Misc,D3Publisher,0.01,0.01,0.0,0.0,0.03
14626,Exist Archive: The Other Side Of The Sky,Ps4,2015.0,Role-Playing,Other Publishers,0.0,0.0,0.03,0.0,0.03
14627,Deathsmiles Ii,X360,2010.0,Shooter,Other Publishers,0.0,0.0,0.03,0.0,0.03
14628,Romance Of The Three Kingdoms Ii,3Ds,2015.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14629,Calcio Bit,Gba,2006.0,Sports,Nintendo,0.0,0.0,0.03,0.0,0.03
14630,Monsters Vs. Aliens,Pc,2009.0,Action,Activision,0.01,0.01,0.0,0.0,0.03
14631,Whiteout,Xb,2002.0,Racing,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
14632,Hyakumanton No Bara Bara,Psp,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14633,Galaxy Angel Ii: Zettairyouiki No Tobira,Ps2,2006.0,Strategy,Other Publishers,0.0,0.0,0.03,0.0,0.03
14634,The Great Mystery Hidden Object Package 5,Pc,2015.0,Adventure,Other Publishers,0.0,0.03,0.0,0.0,0.03
14635,1000 Cooking Recipes From Elle À Table,Ds,2010.0,Misc,Nintendo,0.0,0.02,0.0,0.0,0.03
14636,Hajime No Ippo: The Fighting,Gba,2002.0,Fighting,Other Publishers,0.0,0.0,0.03,0.0,0.03
14637,Merv Griffin'S Crosswords,Ds,2008.0,Puzzle,Other Publishers,0.03,0.0,0.0,0.0,0.03
14638,Stellaris,Pc,2016.0,Strategy,Other Publishers,0.0,0.03,0.0,0.0,0.03
14639,Spectral Souls: Resurrection Of The Ethereal Empires,Psp,2005.0,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03
14640,Sokukoku No Kusabi: Hiiro No Kakera 3 Portable,Psp,2010.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14641,Syberia Ii,Xb,2004.0,Adventure,Ubisoft,0.02,0.01,0.0,0.0,0.03
14642,Popcap Hits! Vol 2,X360,2011.0,Misc,Other Publishers,0.0,0.03,0.0,0.0,0.03
14643,Ao No Kanata No Four Rhythm,Psv,2016.0,Adventure,Unknown,0.0,0.0,0.03,0.0,0.03
14644,Motor Trend Presents Lotus Challenge,Xb,2003.0,Racing,Other Publishers,0.02,0.01,0.0,0.0,0.03
14645,Mystery Trackers: The Void,Pc,2011.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03
14646,Trine 2,Wiiu,2012.0,Platform,Atlus,0.0,0.03,0.0,0.0,0.03
14647,Bleach Ds 4Th: Flame Bringer,Ds,2009.0,Action,Sega,0.0,0.0,0.03,0.0,0.03
14648,Pacific Liberator,Wii,2009.0,Action,Other Publishers,0.03,0.0,0.0,0.0,0.03
14649,Botanicula,Pc,2012.0,Adventure,Other Publishers,0.0,0.02,0.0,0.0,0.03
14650,Parfait,Psv,2015.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14651,Tago Akira No Atama No Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,Ds,2009.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14652,The King Of Fighters Portable '94~'98: Chapter Of Orochi,Psp,2010.0,Fighting,Other Publishers,0.0,0.0,0.03,0.0,0.03
14653,Puzzle Challenge: Crosswords And More!,Wii,2009.0,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.03
14654,Nisenochigiri: Omoide No Saki E,Psp,2011.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
14655,Rugby League Live,X360,2010.0,Sports,Other Publishers,0.0,0.02,0.0,0.0,0.03
14656,Age Of Conan: Rise Of The Godslayer,Pc,2010.0,Role-Playing,Other Publishers,0.0,0.02,0.0,0.0,0.03
14657,Totally Spies! Totally Party,Pc,2008.0,Misc,Ubisoft,0.0,0.02,0.0,0.0,0.03
14658,Battlefield Vietnam,Pc,2004.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03
14659,In Cold Blood,Ps,2000.0,Adventure,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03
14660,Mega Minis Volume 2,Psp,2011.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03
14661,Kamigami No Asobi,Psp,2013.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14662,Fireblade,Gc,2002.0,Action,Midway Games,0.02,0.01,0.0,0.0,0.03
14663,Kong: King Of Atlantis,Gba,2005.0,Action,Thq,0.02,0.01,0.0,0.0,0.03
14664,Kidou Senshi V Gundam,Snes,1994.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14665,Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi No Maki,Ds,2005.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
14666,The Settlers Ii 10Th Anniversary,Pc,2006.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03
14667,Wrestle Angels: Survivor 2,Ps2,2008.0,Fighting,Other Publishers,0.0,0.0,0.03,0.0,0.03
14668,Onechanbara Z Kagura,X360,2012.0,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03
14669,Ride,Pc,2015.0,Racing,Other Publishers,0.0,0.03,0.0,0.0,0.03
14670,The King Of Fighters 02/03,Xb,2005.0,Fighting,Other Publishers,0.02,0.01,0.0,0.0,0.03
14671,Espn Winter X Games: Snowboarding 2002,Xb,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
14672,Betty Boop'S Double Shift,Ds,2007.0,Puzzle,Zoo Digital Publishing,0.03,0.0,0.0,0.0,0.03
14673,Warhammer: Mark Of Chaos,Pc,2006.0,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.03
14674,Tsuku Monogatari,Psp,2011.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14675,Vitamin Z,Ps2,2009.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03
14676,Kaitou Tenshi Twin Angel: Toki To Sekai No Meikyuu,Psp,2011.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14677,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,Psp,2010.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14678,Harukanaru Toki No Naka De 5: Kazahanaki,Psp,2012.0,Role-Playing,Other Publishers,0.0,0.0,0.03,0.0,0.03
14680,Nobunaga No Yabou Ds 2,Ds,2008.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14681,The Idolm@Ster: Gravure For You! Vol. 6,Ps3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14682,Schlag Den Raab,Pc,2010.0,Misc,Namco Bandai Games,0.0,0.02,0.0,0.01,0.03
14683,Ghostbusters (2016),Ps4,2016.0,Action,Activision,0.02,0.0,0.0,0.01,0.03
14684,Secrets Of The Titanic,Ds,2012.0,Action,Other Publishers,0.0,0.02,0.0,0.0,0.03
14685,Metal Saga: Hagane No Kisetsu,Ds,2006.0,Role-Playing,Other Publishers,0.0,0.0,0.03,0.0,0.03
14686,Animaniacs: The Great Edgar Hunt,Gc,2005.0,Platform,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03
14687,Safari Adventures: Africa,Ds,2008.0,Adventure,Other Publishers,0.03,0.0,0.0,0.0,0.03
14688,Harukanaru Toki No Naka De 6,Psv,2015.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14689,Dream Club Zero Portable,Psv,2011.0,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03
14690,Samurai Warriors 2,Ps3,2013.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
14691,Cossacks: European Wars,Pc,2001.0,Strategy,Other Publishers,0.0,0.02,0.0,0.0,0.03
14692,The Island Of Dr. Frankenstein,Wii,2009.0,Adventure,Other Publishers,0.03,0.0,0.0,0.0,0.03
14693,Tv Total Events,Wii,2011.0,Misc,Other Publishers,0.0,0.02,0.0,0.0,0.03
14694,Battle Arena Toshinden Ura,Sat,1995.0,Fighting,Sega,0.0,0.0,0.03,0.0,0.03
14695,Darius Burst: Chronicle Saviours,Psv,2016.0,Action,Other Publishers,0.0,0.0,0.03,0.0,0.03
14696,Biohazard: Revival Selection,X360,2011.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03
14697,Labyrinth Cross Blood: Infinity,Psv,2013.0,Role-Playing,Other Publishers,0.0,0.0,0.03,0.0,0.03
14698,Prince Of Persia (2008),Pc,2008.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03
14700,Hotbrain,Psp,2007.0,Puzzle,Midway Games,0.02,0.0,0.0,0.0,0.03
14701,Uk Truck Simulator,Pc,2010.0,Simulation,Unknown,0.0,0.03,0.0,0.0,0.03
14702,Gudetama: Hanjuku De Tanomuwa,3Ds,2015.0,Action,Other Publishers,0.0,0.0,0.03,0.0,0.03
14703,Mechassault: Phantom War,Ds,2006.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
14704,Magicka,Pc,2011.0,Role-Playing,Other Publishers,0.0,0.02,0.0,0.01,0.03
14705,Star Trek: The Game,Pc,2013.0,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03
14706,Moto Racer Ds,Ds,2008.0,Racing,Other Publishers,0.0,0.02,0.0,0.0,0.03
14707,The Last Guy,Ps3,2009.0,Action,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
14708,Disney Sports Soccer,Gba,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
14709,Akane Iro Ni Somaru Saka Parallel,Ps2,2008.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14710,Otome Wa Oanesama Ni Koi Shiteru Portable: 2-Jin No Elder,Psp,2011.0,Adventure,Other Publishers,0.0,0.0,0.03,0.0,0.03
14711,Monster Hunter Frontier Online: Forward 1,X360,2011.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03
14712,X3: Terran Conflict,Pc,2008.0,Simulation,Deep Silver,0.0,0.02,0.0,0.01,0.03
